Anchor,A,B,Label
Artificial Intelligence,Computation and Language,Computational Complexity,B
Artificial Intelligence,Computation and Language,Multimedia,A
Artificial Intelligence,Computational Geometry,Information Theory,A
Artificial Intelligence,Computational Geometry,Systems and Control,A
Artificial Intelligence,Computer Vision and Pattern Recognition,Symbolic Computation,A
Artificial Intelligence,Cryptography and Security,Symbolic Computation,A
Artificial Intelligence,Digital Libraries,Computational Geometry,B
Artificial Intelligence,Digital Libraries,Software Engineering,B
Artificial Intelligence,Discrete Mathematics,Graphics,A
Artificial Intelligence,Discrete Mathematics,Information Theory,A
Artificial Intelligence,Discrete Mathematics,Numerical Analysis,A
Artificial Intelligence,"Distributed, Parallel, and Cluster Computing",Graphics,A
Artificial Intelligence,Formal Languages and Automata Theory,Multimedia,A
Artificial Intelligence,Hardware Architecture,"Distributed, Parallel, and Cluster Computing",B
Artificial Intelligence,Hardware Architecture,Symbolic Computation,B
Artificial Intelligence,Human-Computer Interaction,Multimedia,A
Artificial Intelligence,Information Theory,Mathematical Software,B
Artificial Intelligence,Logic in Computer Science,Mathematical Software,A
Artificial Intelligence,Logic in Computer Science,Systems and Control,A
Artificial Intelligence,Mathematical Software,Computer Science and Game Theory,B
Artificial Intelligence,Multiagent Systems,Computational Geometry,A
Artificial Intelligence,Multiagent Systems,"Distributed, Parallel, and Cluster Computing",A
Artificial Intelligence,Multimedia,Mathematical Software,A
Artificial Intelligence,Operating Systems,Computational Complexity,B
Artificial Intelligence,Operating Systems,Sound,B
Computation and Language,Databases,Programming Languages,0
Computation and Language,Digital Libraries,Cryptography and Security,A
Computation and Language,Digital Libraries,Graphics,A
Computation and Language,Discrete Mathematics,Programming Languages,0
Computation and Language,Discrete Mathematics,Robotics,B
Computation and Language,"Distributed, Parallel, and Cluster Computing",Sound,B
Computation and Language,Formal Languages and Automata Theory,Computational Geometry,A
Computation and Language,Hardware Architecture,Computational Complexity,B
Computation and Language,Hardware Architecture,Computational Geometry,0
Computation and Language,Hardware Architecture,Logic in Computer Science,0
Computation and Language,Hardware Architecture,Multiagent Systems,B
Computation and Language,Hardware Architecture,Symbolic Computation,B
Computation and Language,Human-Computer Interaction,Artificial Intelligence,0
Computation and Language,Human-Computer Interaction,Computational Geometry,A
Computation and Language,Human-Computer Interaction,Computer Vision and Pattern Recognition,A
Computation and Language,Human-Computer Interaction,Cryptography and Security,A
Computation and Language,Human-Computer Interaction,Mathematical Software,A
Computation and Language,Human-Computer Interaction,Sound,0
Computation and Language,Information Theory,Computer Vision and Pattern Recognition,B
Computation and Language,Logic in Computer Science,Systems and Control,0
Computation and Language,Machine Learning,Artificial Intelligence,0
Computation and Language,Machine Learning,Computer Science and Game Theory,0
Computation and Language,Machine Learning,Multimedia,A
Computation and Language,Multiagent Systems,Discrete Mathematics,A
Computation and Language,Multiagent Systems,Programming Languages,A
Computation and Language,Multiagent Systems,Software Engineering,A
Computation and Language,Multimedia,Information Retrieval,B
Computation and Language,Multimedia,Numerical Analysis,A
Computation and Language,Operating Systems,Artificial Intelligence,B
Computation and Language,Operating Systems,Information Retrieval,B
Computation and Language,Operating Systems,Systems and Control,0
Computation and Language,Robotics,Artificial Intelligence,0
Computation and Language,Robotics,Machine Learning,0
Computation and Language,Robotics,Sound,0
Computation and Language,Sound,Information Theory,A
Computational Complexity,Computation and Language,Software Engineering,A
Computational Complexity,Computational Geometry,Information Retrieval,B
Computational Complexity,Cryptography and Security,Computer Vision and Pattern Recognition,0
Computational Complexity,Cryptography and Security,Systems and Control,A
Computational Complexity,Databases,"Distributed, Parallel, and Cluster Computing",B
Computational Complexity,Databases,Formal Languages and Automata Theory,A
Computational Complexity,Databases,Information Theory,A
Computational Complexity,Discrete Mathematics,Information Retrieval,B
Computational Complexity,Discrete Mathematics,Operating Systems,A
Computational Complexity,"Distributed, Parallel, and Cluster Computing",Logic in Computer Science,A
Computational Complexity,Formal Languages and Automata Theory,Artificial Intelligence,B
Computational Complexity,Formal Languages and Automata Theory,Graphics,B
Computational Complexity,Formal Languages and Automata Theory,Mathematical Software,0
Computational Complexity,Graphics,Networking and Internet Architecture,A
Computational Complexity,Hardware Architecture,Computation and Language,B
