id;cs.AI;cs.AR;cs.CC;cs.CG;cs.CL;cs.CR;cs.CV;cs.DB;cs.DC;cs.DL;cs.DM;cs.FL;cs.GR;cs.GT;cs.HC;cs.IR;cs.IT;cs.LG;cs.LO;cs.MA;cs.MM;cs.MS;cs.NA;cs.NI;cs.OS;cs.PL;cs.RO;cs.SC;cs.SD;cs.SE;cs.SY
cs.AI;1.0;0.5466224;0.64946926;0.62268883;0.6310282;0.39692402;0.6783136;0.5079659;0.48620555;0.3368189;0.56349754;0.43453503;0.5409362;0.53161556;0.5576399;0.44524914;0.6104663;0.7527333;0.39440387;0.58900815;0.4038636;0.58256567;0.65574586;0.43756777;0.44617462;0.43932322;0.57833016;0.6037741;0.44730335;0.5453523;0.33787453
cs.AR;0.5466224;1.0000004;0.53121513;0.51909643;0.50849086;0.37377185;0.4854461;0.56686765;0.49057868;0.33658507;0.41986966;0.51468205;0.44413412;0.33021644;0.49097174;0.30780852;0.4254676;0.52640396;0.44848233;0.42708305;0.3661698;0.43899697;0.4324753;0.5421274;0.49655333;0.42830408;0.39764172;0.40684736;0.33685762;0.64138824;0.25595266
cs.CC;0.64946926;0.53121513;0.99999994;0.652048;0.5237305;0.45731017;0.6589966;0.49005872;0.5311168;0.3961371;0.5567744;0.5132841;0.45858994;0.5148021;0.4985956;0.39579508;0.6659204;0.7097449;0.38731566;0.4471178;0.38878024;0.6456369;0.70467013;0.53598535;0.57910323;0.37495095;0.56103873;0.668322;0.49008453;0.49324393;0.41314912
cs.CG;0.62268883;0.51909643;0.652048;0.9999999;0.6133873;0.43095636;0.60382724;0.47132504;0.42019218;0.40195465;0.57662594;0.43383116;0.54650974;0.45835763;0.42069694;0.37235045;0.5807174;0.6555906;0.48100993;0.45165676;0.38736433;0.6182538;0.58278596;0.45876333;0.5137944;0.3888328;0.47413087;0.632918;0.36770856;0.50445527;0.22053322
cs.CL;0.6310282;0.50849086;0.5237305;0.6133873;1.0000004;0.42665482;0.544078;0.5233083;0.5151034;0.37658256;0.32344082;0.4742388;0.49651733;0.3674154;0.58503926;0.41694552;0.5369743;0.5972794;0.44415355;0.47777987;0.38262963;0.4539719;0.44512627;0.5330135;0.48158714;0.43253458;0.44214544;0.45608675;0.41601866;0.51743954;0.24954046
cs.CR;0.39692402;0.37377185;0.45731017;0.43095636;0.42665482;1.0000001;0.42674348;0.44825518;0.46533954;0.47043642;0.3465984;0.30808935;0.44022417;0.31610158;0.38805693;0.3297921;0.47905713;0.4089523;0.18065321;0.32020298;0.4681525;0.4086347;0.4193826;0.5402237;0.5229855;0.25416574;0.51477313;0.3905168;0.4397971;0.3212007;0.23776531
cs.CV;0.6783136;0.4854461;0.6589966;0.60382724;0.544078;0.42674348;1.0000004;0.48599303;0.49901596;0.43271518;0.46795022;0.34573638;0.54174316;0.42674664;0.5418312;0.41692173;0.5958877;0.6819306;0.36772475;0.4378773;0.47422028;0.58732116;0.5792123;0.38180172;0.5210341;0.3337352;0.5388036;0.55911547;0.48435983;0.5407669;0.40037996
cs.DB;0.5079659;0.56686765;0.49005872;0.47132504;0.5233083;0.44825518;0.48599303;0.9999998;0.5861938;0.55661064;0.36493236;0.49998155;0.5535478;0.4597612;0.5462853;0.45801184;0.40375242;0.5212275;0.3422907;0.5565175;0.51059884;0.5038204;0.50236785;0.5028631;0.5311555;0.41740164;0.381276;0.47201157;0.40583873;0.45308405;0.26775274
cs.DC;0.48620555;0.49057868;0.5311168;0.42019218;0.5151034;0.46533954;0.49901596;0.5861938;0.99999964;0.45494998;0.37651208;0.3582213;0.43924743;0.45705894;0.5828487;0.336078;0.51303595;0.51092017;0.33000836;0.50107205;0.45600456;0.45085108;0.5285405;0.626987;0.6222951;0.35078752;0.49768347;0.4342023;0.49798393;0.37531072;0.37918493
cs.DL;0.3368189;0.33658507;0.3961371;0.40195465;0.37658256;0.47043642;0.43271518;0.55661064;0.45494998;0.99999994;0.38900986;0.25702193;0.41683984;0.26359767;0.37418208;0.58276516;0.32182974;0.3669774;0.23778093;0.41000682;0.5978265;0.46584064;0.33418548;0.5156085;0.49151123;0.24499306;0.34944534;0.33010432;0.36644244;0.1970557;0.23358098
cs.DM;0.56349754;0.41986966;0.5567744;0.57662594;0.32344082;0.3465984;0.46795022;0.36493236;0.37651208;0.38900986;1.0;0.45317963;0.4264028;0.4328639;0.3179674;0.28319255;0.50261873;0.49968603;0.31912;0.4717057;0.46959147;0.7080468;0.5773512;0.38666186;0.43807858;0.3698853;0.29235995;0.7082145;0.32912382;0.31819174;0.28460386
cs.FL;0.43453503;0.51468205;0.5132841;0.43383116;0.4742388;0.30808935;0.34573638;0.49998155;0.3582213;0.25702193;0.45317963;0.99999994;0.3511127;0.40497273;0.3530963;0.34210706;0.4223184;0.47884074;0.3309467;0.41586432;0.37800083;0.45208636;0.46018738;0.3859269;0.3702673;0.46459344;0.2548013;0.5581018;0.37896308;0.34445965;0.28124017
cs.GR;0.5409362;0.44413412;0.45858994;0.54650974;0.49651733;0.44022417;0.54174316;0.5535478;0.43924743;0.41683984;0.4264028;0.3511127;1.0000001;0.35390857;0.5711222;0.37662137;0.5558512;0.49218723;0.27527627;0.30536735;0.46682918;0.5283346;0.4993006;0.48543838;0.45172766;0.45884168;0.38004726;0.4996985;0.4660047;0.5488273;0.27644065
cs.GT;0.53161556;0.33021644;0.5148021;0.45835763;0.3674154;0.31610158;0.42674664;0.4597612;0.45705894;0.26359767;0.4328639;0.40497273;0.35390857;0.9999998;0.3974534;0.2596224;0.42937845;0.54612654;0.4152004;0.5279412;0.34747773;0.49127066;0.5379287;0.4105029;0.37362504;0.23710638;0.40466335;0.5263716;0.3224459;0.30551812;0.44863874
