Anchor;A;B;Label
cs.AI;cs.CL;cs.CG;1
cs.AI;cs.CL;cs.CR;1
cs.AI;cs.CL;cs.MM;1
cs.AI;cs.CL;cs.NA;1
cs.AI;cs.CL;cs.SD;1
cs.AI;cs.CL;cs.SY;1
cs.AI;cs.CG;cs.CC;0
cs.AI;cs.CG;cs.SC;0
cs.AI;cs.CV;cs.SC;1
cs.AI;cs.DL;cs.CG;0
cs.AI;cs.DL;cs.IR;0
cs.AI;cs.DM;cs.GR;1
cs.AI;cs.DM;cs.LO;0
cs.AI;cs.DM;cs.SC;0
cs.AI;cs.FL;cs.MM;1
cs.AI;cs.FL;cs.SY;1
cs.AI;cs.AR;cs.LO;0
cs.AI;cs.AR;cs.SE;0
cs.AI;cs.AR;cs.SC;0
cs.AI;cs.HC;cs.CV;0
cs.AI;cs.HC;cs.LO;0
cs.AI;cs.IR;cs.NI;1
cs.AI;cs.IT;cs.CR;1
cs.AI;cs.IT;cs.GR;1
cs.AI;cs.IT;cs.MM;1
cs.AI;cs.LO;cs.MS;1
cs.AI;cs.LO;cs.SY;1
cs.AI;cs.LG;cs.CC;1
cs.AI;cs.LG;cs.IR;1
cs.AI;cs.LG;cs.IT;1
cs.AI;cs.LG;cs.MM;1
cs.AI;cs.MA;cs.CR;1
cs.AI;cs.MA;cs.GR;1
cs.AI;cs.MA;cs.SE;1
cs.AI;cs.NA;cs.SC;0
cs.AI;cs.OS;cs.GT;0
cs.AI;cs.OS;cs.FL;0
cs.AI;cs.OS;cs.LO;0
cs.AI;cs.PL;cs.CV;0
cs.AI;cs.PL;cs.IT;0
cs.AI;cs.RO;cs.OS;1
cs.AI;cs.SE;cs.SC;0
cs.CL;cs.CR;cs.AI;0
cs.CL;cs.DB;cs.PL;0
cs.CL;cs.DL;cs.LG;0
cs.CL;cs.DM;cs.IT;0
cs.CL;cs.DM;cs.LG;0
cs.CL;cs.FL;cs.CG;1
cs.CL;cs.FL;cs.SC;1
cs.CL;cs.FL;cs.SY;1
cs.CL;cs.GR;cs.GT;0
cs.CL;cs.GR;cs.LO;0
cs.CL;cs.AR;cs.CV;0
cs.CL;cs.AR;cs.LO;0
cs.CL;cs.AR;cs.SC;0
cs.CL;cs.HC;cs.AI;0
cs.CL;cs.HC;cs.SY;1
cs.CL;cs.IR;cs.NI;1
cs.CL;cs.LO;cs.SY;1
cs.CL;cs.LG;cs.GT;1
cs.CL;cs.LG;cs.MS;1
cs.CL;cs.LG;cs.MM;1
cs.CL;cs.LG;cs.NI;1
cs.CL;cs.MA;cs.IT;0
cs.CL;cs.MA;cs.MS;1
cs.CL;cs.MM;cs.CV;0
cs.CL;cs.MM;cs.IR;0
cs.CL;cs.OS;cs.AI;0
cs.CL;cs.OS;cs.IR;0
cs.CL;cs.PL;cs.FL;0
cs.CL;cs.RO;cs.AI;0
cs.CL;cs.RO;cs.LG;0
cs.CL;cs.SE;cs.AI;0
cs.CL;cs.SE;cs.CV;0
cs.CL;cs.SD;cs.FL;0
cs.CL;cs.SD;cs.IR;0
cs.CL;cs.SY;cs.SC;0
cs.CC;cs.CG;cs.GR;1
cs.CC;cs.CR;cs.CV;1
cs.CC;cs.CR;cs.SY;1
cs.CC;cs.DL;cs.AI;0
cs.CC;cs.DL;cs.CG;0
cs.CC;cs.DL;cs.IR;0
cs.CC;cs.DL;cs.NA;0
cs.CC;cs.DM;cs.SD;1
cs.CC;cs.GR;cs.GT;0
cs.CC;cs.AR;cs.DM;0
cs.CC;cs.HC;cs.NA;0
cs.CC;cs.LG;cs.SD;1
cs.CC;cs.MS;cs.NA;0
cs.CC;cs.MM;cs.IR;0
cs.CC;cs.SD;cs.LO;0
cs.CC;cs.SD;cs.SC;0
cs.CC;cs.SY;cs.SC;0
cs.CG;cs.CC;cs.GT;1
cs.CG;cs.GT;cs.NI;1
cs.CG;cs.GT;cs.NA;0
cs.CG;cs.CV;cs.NA;0
cs.CG;cs.CR;cs.CC;0
cs.CG;cs.DB;cs.DM;0
cs.CG;cs.DL;cs.CL;0
cs.CG;cs.DL;cs.CV;0
cs.CG;cs.DL;cs.DM;0
cs.CG;cs.DL;cs.IT;0
cs.CG;cs.DL;cs.MS;0
cs.CG;cs.DM;cs.AI;1
cs.CG;cs.DM;cs.CV;1
cs.CG;cs.DM;cs.SY;1
cs.CG;cs.DC;cs.AI;0
cs.CG;cs.FL;cs.IT;0
cs.CG;cs.AR;cs.DM;0
cs.CG;cs.LG;cs.MS;0
cs.CG;cs.MS;cs.SC;1
cs.CG;cs.MM;cs.CV;0
cs.CG;cs.MM;cs.NA;0
cs.CG;cs.MM;cs.SC;0
cs.CG;cs.NI;cs.SC;0
cs.CG;cs.NA;cs.AI;1
cs.CG;cs.OS;cs.CV;0
cs.CG;cs.OS;cs.MS;0
cs.CG;cs.PL;cs.AI;0
cs.CG;cs.SE;cs.SC;0
cs.CG;cs.SD;cs.NA;0
cs.CG;cs.SY;cs.CC;0
cs.CG;cs.SY;cs.MS;0
cs.GT;cs.CC;cs.NA;1
cs.GT;cs.DM;cs.IT;0
cs.GT;cs.DM;cs.SD;1
cs.GT;cs.AR;cs.SC;0
cs.GT;cs.IT;cs.IR;1
cs.GT;cs.SE;cs.NI;1
cs.CV;cs.CL;cs.SD;1
cs.CV;cs.GT;cs.AI;0
cs.CV;cs.DB;cs.FL;0
cs.CV;cs.DM;cs.DC;0
cs.CV;cs.DC;cs.CL;0
cs.CV;cs.DC;cs.MM;0
cs.CV;cs.GR;cs.AI;0
cs.CV;cs.AR;cs.CL;0
cs.CV;cs.AR;cs.IR;0
cs.CV;cs.HC;cs.MS;1
cs.CV;cs.LG;cs.CC;1
cs.CV;cs.LG;cs.SE;1
cs.CV;cs.MA;cs.FL;0
cs.CV;cs.MA;cs.RO;0
cs.CV;cs.MM;cs.AI;0
cs.CV;cs.RO;cs.GR;0
cs.CV;cs.RO;cs.IT;0
cs.CV;cs.SE;cs.AI;0
cs.CV;cs.SY;cs.IR;0
cs.CR;cs.CL;cs.SY;0
cs.CR;cs.DB;cs.GR;1
cs.CR;cs.DL;cs.DM;0
cs.CR;cs.DL;cs.DC;0
cs.CR;cs.DL;cs.IT;0
cs.CR;cs.DM;cs.GT;1
cs.CR;cs.DM;cs.HC;1
cs.CR;cs.DC;cs.CC;1
cs.CR;cs.DC;cs.HC;1
cs.CR;cs.HC;cs.CC;0
cs.CR;cs.IT;cs.CV;1
cs.CR;cs.MS;cs.NA;0
cs.CR;cs.MA;cs.DM;0
cs.CR;cs.MM;cs.AI;0
cs.CR;cs.MM;cs.CC;0
cs.CR;cs.MM;cs.MS;0
cs.CR;cs.MM;cs.SC;0
